  0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.39631183E-01
  4.00000000E-02   0.00000000E+00   0.00000000E+00  -1.19453870E-05   0.00000000E+00   0.00000000E+00   3.39631278E-01
  8.00000000E-02   0.00000000E+00   0.00000000E+00  -2.99151365E-05   0.00000000E+00   0.00000000E+00   3.39631924E-01
  1.20000000E-01   0.00000000E+00   0.00000000E+00  -3.80500776E-05   0.00000000E+00   0.00000000E+00   3.39629196E-01
  1.60000000E-01   0.00000000E+00   0.00000000E+00   1.41495258E-05   0.00000000E+00   0.00000000E+00   3.39626964E-01
  2.00000000E-01   0.00000000E+00   0.00000000E+00   4.04436242E-05   0.00000000E+00   0.00000000E+00   3.39629984E-01
  2.40000000E-01   0.00000000E+00   0.00000000E+00   1.57854363E-05   0.00000000E+00   0.00000000E+00   3.39631725E-01
  2.80000000E-01   0.00000000E+00   0.00000000E+00   7.00040031E-06   0.00000000E+00   0.00000000E+00   3.39628357E-01
  3.20000000E-01   0.00000000E+00   0.00000000E+00   6.17719102E-05   0.00000000E+00   0.00000000E+00   3.39628157E-01
  3.60000000E-01   0.00000000E+00   0.00000000E+00   6.65462762E-05   0.00000000E+00   0.00000000E+00   3.39631560E-01
  4.00000000E-01   0.00000000E+00   0.00000000E+00   6.43921803E-05   0.00000000E+00   0.00000000E+00   3.39634911E-01
  4.40000000E-01   0.00000000E+00   0.00000000E+00   4.61155842E-05   0.00000000E+00   0.00000000E+00   3.39636882E-01
  4.80000000E-01   0.00000000E+00   0.00000000E+00   3.99560645E-05   0.00000000E+00   0.00000000E+00   3.39636267E-01
  5.20000000E-01   0.00000000E+00   0.00000000E+00   9.48795520E-05   0.00000000E+00   0.00000000E+00   3.39638277E-01
  5.60000000E-01   0.00000000E+00   0.00000000E+00   1.07003187E-04   0.00000000E+00   0.00000000E+00   3.39647859E-01
  6.00000000E-01   0.00000000E+00   0.00000000E+00  -1.48713761E-05   0.00000000E+00   0.00000000E+00   3.39648828E-01
  6.40000000E-01   0.00000000E+00   0.00000000E+00   3.28266418E-05   0.00000000E+00   0.00000000E+00   3.39641981E-01
  6.80000000E-01   0.00000000E+00   0.00000000E+00   1.25392450E-04   0.00000000E+00   0.00000000E+00   3.39648648E-01
  7.20000000E-01   0.00000000E+00   0.00000000E+00   3.78931676E-05   0.00000000E+00   0.00000000E+00   3.39657937E-01
  7.60000000E-01   0.00000000E+00   0.00000000E+00  -8.57556362E-05   0.00000000E+00   0.00000000E+00   3.39649668E-01
  8.00000000E-01   0.00000000E+00   0.00000000E+00   2.62713914E-05   0.00000000E+00   0.00000000E+00   3.39642613E-01
  8.40000000E-01   0.00000000E+00   0.00000000E+00   6.95596425E-05   0.00000000E+00   0.00000000E+00   3.39652335E-01
  8.80000000E-01   0.00000000E+00   0.00000000E+00  -3.28455858E-05   0.00000000E+00   0.00000000E+00   3.39654672E-01
  9.20000000E-01   0.00000000E+00   0.00000000E+00  -1.03829035E-04   0.00000000E+00   0.00000000E+00   3.39645714E-01
  9.60000000E-01   0.00000000E+00   0.00000000E+00  -2.23632731E-06   0.00000000E+00   0.00000000E+00   3.39645920E-01
  1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   3.39652716E-01
  0.00000000E+00   4.00000000E-02   0.00000000E+00   0.00000000E+00   5.44359665E-05   0.00000000E+00   3.39629923E-01
  4.00000000E-02   4.00000000E-02   0.00000000E+00   2.23411643E-06   6.57492010E-07   0.00000000E+00   3.39632407E-01
  8.00000000E-02   4.00000000E-02   0.00000000E+00  -3.86955684E-05  -5.57822778E-05   0.00000000E+00   3.39630957E-01
  1.20000000E-01   4.00000000E-02   0.00000000E+00   1.83294181E-05  -9.67330322E-06   0.00000000E+00   3.39629258E-01
  1.60000000E-01   4.00000000E-02   0.00000000E+00   2.01024469E-05  -1.46573602E-05   0.00000000E+00   3.39631702E-01
  2.00000000E-01   4.00000000E-02   0.00000000E+00   1.37235003E-05  -3.59702418E-05   0.00000000E+00   3.39633637E-01
  2.40000000E-01   4.00000000E-02   0.00000000E+00  -3.00877630E-05  -2.39364758E-05   0.00000000E+00   3.39629948E-01
  2.80000000E-01   4.00000000E-02   0.00000000E+00   1.06956481E-05  -8.41066455E-07   0.00000000E+00   3.39629366E-01
  3.20000000E-01   4.00000000E-02   0.00000000E+00  -1.44707653E-05  -4.74107623E-05   0.00000000E+00   3.39635882E-01
  3.60000000E-01   4.00000000E-02   0.00000000E+00  -4.24473667E-05  -4.87453544E-05   0.00000000E+00   3.39634883E-01
  4.00000000E-01   4.00000000E-02   0.00000000E+00  -4.28162112E-05  -1.42379169E-05   0.00000000E+00   3.39631098E-01
  4.40000000E-01   4.00000000E-02   0.00000000E+00  -2.26320267E-05  -5.57259811E-05   0.00000000E+00   3.39637902E-01
  4.80000000E-01   4.00000000E-02   0.00000000E+00  -7.68583912E-05  -7.67465013E-05   0.00000000E+00   3.39644207E-01
  5.20000000E-01   4.00000000E-02   0.00000000E+00  -7.01440482E-05  -2.13777503E-05   0.00000000E+00   3.39639142E-01
  5.60000000E-01   4.00000000E-02   0.00000000E+00  -3.64176951E-05  -1.17394844E-05   0.00000000E+00   3.39640742E-01
  6.00000000E-01   4.00000000E-02   0.00000000E+00  -4.14851673E-05  -6.80991381E-05   0.00000000E+00   3.39650079E-01
  6.40000000E-01   4.00000000E-02   0.00000000E+00  -6.73190920E-05  -4.25356715E-05   0.00000000E+00   3.39650390E-01
  6.80000000E-01   4.00000000E-02   0.00000000E+00  -2.19400674E-05  -1.62523328E-05   0.00000000E+00   3.39645150E-01
  7.20000000E-01   4.00000000E-02   0.00000000E+00   1.70925009E-06  -3.67879103E-05   0.00000000E+00   3.39649647E-01
  7.60000000E-01   4.00000000E-02   0.00000000E+00  -3.89693639E-05  -4.25615125E-05   0.00000000E+00   3.39654406E-01
  8.00000000E-01   4.00000000E-02   0.00000000E+00  -7.70796383E-06  -7.32837934E-06   0.00000000E+00   3.39649863E-01
  8.40000000E-01   4.00000000E-02   0.00000000E+00   1.85126506E-05  -2.40595335E-05   0.00000000E+00   3.39646736E-01
  8.80000000E-01   4.00000000E-02   0.00000000E+00   1.71209928E-05  -2.53611746E-05   0.00000000E+00   3.39650515E-01
  9.20000000E-01   4.00000000E-02   0.00000000E+00  -3.93965283E-05   2.01846358E-05   0.00000000E+00   3.39651652E-01
  9.60000000E-01   4.00000000E-02   0.00000000E+00   4.75035170E-06  -2.36851577E-05   0.00000000E+00   3.39647444E-01
  1.00000000E+00   4.00000000E-02   0.00000000E+00   0.00000000E+00  -6.03401698E-05   0.00000000E+00   3.39646732E-01
  0.00000000E+00   8.00000000E-02   0.00000000E+00   0.00000000E+00   1.29958559E-05   0.00000000E+00   3.39632218E-01
  4.00000000E-02   8.00000000E-02   0.00000000E+00  -4.28735351E-05  -3.19509538E-05   0.00000000E+00   3.39631351E-01
  8.00000000E-02   8.00000000E-02   0.00000000E+00  -2.57590188E-05  -5.77308001E-06   0.00000000E+00   3.39629818E-01
  1.20000000E-01   8.00000000E-02   0.00000000E+00  -2.81742175E-05   1.79619828E-05   0.00000000E+00   3.39631481E-01
  1.60000000E-01   8.00000000E-02   0.00000000E+00  -1.73899844E-05  -1.91214623E-06   0.00000000E+00   3.39631958E-01
  2.00000000E-01   8.00000000E-02   0.00000000E+00  -7.47901071E-05  -2.80634626E-05   0.00000000E+00   3.39629789E-01
  2.40000000E-01   8.00000000E-02   0.00000000E+00  -1.56978130E-04  -9.91128164E-08   0.00000000E+00   3.39630365E-01
  2.80000000E-01   8.00000000E-02   0.00000000E+00  -1.36859297E-04   1.53047921E-05   0.00000000E+00   3.39632111E-01
  3.20000000E-01   8.00000000E-02   0.00000000E+00  -2.00378615E-04  -1.01572742E-05   0.00000000E+00   3.39632463E-01
  3.60000000E-01   8.00000000E-02   0.00000000E+00  -2.95696969E-04  -1.66731390E-05   0.00000000E+00   3.39633026E-01
  4.00000000E-01   8.00000000E-02   0.00000000E+00  -3.28631209E-04   6.31282009E-06   0.00000000E+00   3.39635791E-01
  4.40000000E-01   8.00000000E-02   0.00000000E+00  -2.87114270E-04   1.49320648E-05   0.00000000E+00   3.39635311E-01
